user_id,sessions,last_login_days,revenue,country,churn,segment,segment_name
2343,68,39,1862,Hungary,0,1,Loyal
2344,99,20,3900,Morocco,0,4,High Value
2345,31,33,4740,Brazil,0,0,Dormant
2346,76,50,2733,Jamaica,1,4,High Value
2347,43,19,2283,Niue,0,2,At Risk
2348,63,12,4529,Cook Islands,0,4,High Value
2349,89,51,4185,Nauru,1,4,High Value
2350,75,82,2909,Montserrat,1,4,High Value
2351,82,60,4915,Ireland,1,4,High Value
2352,5,68,221,American Samoa,1,3,Dormant
2353,34,84,2681,Georgia,1,0,Dormant
2354,71,57,474,Chad,1,3,Dormant
2355,80,21,2788,Paraguay,0,1,Loyal
2356,8,72,1128,Russian Federation,1,3,Dormant
2357,72,5,495,Somalia,0,1,Loyal
2358,11,31,3853,French Polynesia,0,2,At Risk
2359,43,87,2646,Monaco,1,0,Dormant
2360,70,10,862,Faroe Islands,0,1,Loyal
2361,54,46,528,Samoa,1,3,Dormant
2362,92,10,518,Finland,0,1,Loyal
2363,74,30,2180,El Salvador,0,1,Loyal
2364,23,23,1936,Slovakia (Slovak Republic),0,2,At Risk
2365,3,14,1398,Zimbabwe,0,2,At Risk
2366,27,61,689,Suriname,1,3,Dormant
2367,82,52,2461,Cook Islands,1,4,High Value
2368,33,38,1762,Tanzania,0,2,At Risk
2369,53,27,801,Pitcairn Islands,0,1,Loyal
2370,8,31,1005,Vietnam,0,2,At Risk
2371,45,3,2803,Macao,0,2,At Risk
2372,44,21,200,Korea,0,1,Loyal
2373,62,10,772,Georgia,0,1,Loyal
2374,81,31,169,Peru,0,1,Loyal
2375,35,23,3879,British Virgin Islands,0,2,At Risk
2376,18,88,2767,Georgia,1,0,Dormant
2377,80,32,128,Pitcairn Islands,0,1,Loyal
2378,97,28,4286,Hong Kong,0,4,High Value
2379,70,20,3081,Austria,0,4,High Value
2380,63,80,4275,United States of America,1,0,Dormant
2381,77,18,3094,Philippines,0,4,High Value
2382,94,38,567,Monaco,0,1,Loyal
2383,52,47,22,Guadeloupe,1,3,Dormant
2384,84,20,3836,Bahrain,0,4,High Value
2385,23,46,4180,Zimbabwe,1,0,Dormant
2386,96,11,3513,Malaysia,0,4,High Value
2387,80,79,736,Cook Islands,1,3,Dormant
2388,25,49,2538,Bermuda,1,0,Dormant
2389,9,26,3764,Myanmar,0,2,At Risk
2390,11,20,1824,Pakistan,0,2,At Risk
2391,80,21,286,Netherlands,0,1,Loyal
2392,12,79,4507,Belarus,1,0,Dormant
2393,8,8,3021,Guatemala,0,2,At Risk
2394,32,26,2298,Guyana,0,2,At Risk
2395,83,88,658,Kyrgyz Republic,1,3,Dormant
2396,8,90,822,North Macedonia,1,3,Dormant
2397,77,65,976,Burkina Faso,1,3,Dormant
2398,22,54,4938,Latvia,1,0,Dormant
2399,71,78,1788,Palau,1,3,Dormant
2400,6,54,36,Czech Republic,1,3,Dormant
2401,66,72,2114,Poland,1,3,Dormant
2402,34,11,2376,Madagascar,0,2,At Risk
2403,13,70,3676,Honduras,1,0,Dormant
2404,44,21,4467,Armenia,0,2,At Risk
2405,56,29,101,Albania,0,1,Loyal
2406,39,84,2761,North Macedonia,1,0,Dormant
2407,5,34,3665,Samoa,0,2,At Risk
2408,23,72,3076,United Arab Emirates,1,0,Dormant
2409,24,76,4205,Seychelles,1,0,Dormant
2410,22,25,282,Puerto Rico,0,2,At Risk
2411,6,88,23,Greenland,1,3,Dormant
2412,51,36,236,Svalbard & Jan Mayen Islands,0,1,Loyal
2413,18,49,2975,Armenia,1,0,Dormant
2414,26,54,4254,Antarctica (the territory South of 60 deg S),1,0,Dormant
2415,27,57,3132,Kazakhstan,1,0,Dormant
2416,24,48,3563,San Marino,1,0,Dormant
2417,3,87,1327,Philippines,1,3,Dormant
2418,13,71,986,Tonga,1,3,Dormant
2419,10,47,2252,Bouvet Island (Bouvetoya),1,2,At Risk
2420,58,26,1127,Belize,0,1,Loyal
2421,42,11,3345,Egypt,0,2,At Risk
2422,11,48,4937,Korea,1,0,Dormant
2423,99,81,3749,Suriname,1,4,High Value
2424,90,87,1469,Uzbekistan,1,3,Dormant
2425,21,26,4320,Western Sahara,0,2,At Risk
2426,66,78,2463,Portugal,1,3,Dormant
2427,54,82,4297,Cote d'Ivoire,1,0,Dormant
2428,57,38,106,Mexico,0,1,Loyal
2429,70,71,2875,Monaco,1,4,High Value
2430,85,18,1590,Solomon Islands,0,1,Loyal
2431,21,59,4354,Guinea-Bissau,1,0,Dormant
2432,55,39,1458,Solomon Islands,0,1,Loyal
2433,29,72,2170,Turks and Caicos Islands,1,3,Dormant
2434,100,1,2465,Romania,0,1,Loyal
2435,80,36,3215,Korea,0,4,High Value
2436,86,26,2800,El Salvador,0,4,High Value
2437,34,53,648,Serbia,1,3,Dormant
2438,92,4,681,Belgium,0,1,Loyal
2439,1,26,2873,Oman,0,2,At Risk
2440,61,68,2504,Singapore,1,3,Dormant
2441,30,86,1680,Ethiopia,1,3,Dormant
2442,83,37,1072,Rwanda,0,1,Loyal
2443,17,80,1383,Bangladesh,1,3,Dormant
2444,90,68,2896,Faroe Islands,1,4,High Value
2445,51,18,4142,Iran,0,2,At Risk
2446,25,78,942,Iraq,1,3,Dormant
2447,53,43,784,Belgium,0,3,Dormant
2448,100,1,3042,Paraguay,0,1,Loyal
2449,62,2,2616,Greece,0,1,Loyal
2450,17,85,672,Palau,1,3,Dormant
2451,98,45,3945,Spain,0,4,High Value
2452,78,7,1821,Nauru,0,1,Loyal
2453,13,8,20,Taiwan,0,2,At Risk
2454,59,32,4702,Saint Lucia,0,4,High Value
2455,40,4,4652,Vietnam,0,2,At Risk
2456,74,9,2869,Croatia,0,1,Loyal
2457,53,74,4762,Iraq,1,0,Dormant
2458,52,11,3750,Lao People's Democratic Republic,0,2,At Risk
2459,93,72,4233,Cook Islands,1,4,High Value
2460,100,79,1960,Reunion,1,3,Dormant
2461,71,71,4910,Djibouti,1,4,High Value
2462,79,83,3792,Qatar,1,4,High Value
2463,5,53,3804,Seychelles,1,0,Dormant
2464,88,68,1507,Saint Martin,1,3,Dormant
2465,72,30,3574,Bouvet Island (Bouvetoya),0,4,High Value
2466,76,20,4386,Lithuania,0,4,High Value
2467,68,58,1223,Turkey,1,3,Dormant
2468,46,77,892,Italy,1,3,Dormant
2469,94,18,1325,North Macedonia,0,1,Loyal
2470,20,46,789,Timor-Leste,1,3,Dormant
2471,99,51,2957,Kyrgyz Republic,1,4,High Value
2472,41,23,788,Japan,0,1,Loyal
2473,13,72,4240,Lithuania,1,0,Dormant
2474,32,62,4943,Georgia,1,0,Dormant
2475,96,25,3891,Equatorial Guinea,0,4,High Value
2476,71,13,1495,Niue,0,1,Loyal
2477,95,3,4177,Puerto Rico,0,4,High Value
2478,85,40,2683,Lithuania,0,4,High Value
2479,17,75,3890,Costa Rica,1,0,Dormant
2480,85,69,2031,Nauru,1,3,Dormant
2481,60,8,1898,Djibouti,0,1,Loyal
2482,66,35,1833,Macao,0,1,Loyal
2483,13,33,3541,Suriname,0,2,At Risk
2484,74,43,2811,Turks and Caicos Islands,0,4,High Value
2485,14,18,2864,Guyana,0,2,At Risk
2486,10,49,573,Turks and Caicos Islands,1,3,Dormant
2487,63,57,4817,Botswana,1,4,High Value
2488,31,41,39,Philippines,0,3,Dormant
2489,78,77,3463,Mayotte,1,4,High Value
2490,57,55,3463,Uganda,1,4,High Value
2491,64,37,872,Mali,0,1,Loyal
2492,44,11,2281,Cameroon,0,2,At Risk
2493,47,80,118,Estonia,1,3,Dormant
2494,50,56,2411,Oman,1,3,Dormant
2495,97,65,986,Gibraltar,1,3,Dormant
2496,83,21,1978,Tonga,0,1,Loyal
2497,66,48,1690,Netherlands,1,1,Loyal
2498,23,52,4103,Hong Kong,1,0,Dormant
2499,25,26,331,Malta,0,2,At Risk
2500,100,30,1924,Egypt,0,1,Loyal
2501,53,66,2491,Syrian Arab Republic,1,3,Dormant
2502,18,22,135,Bulgaria,0,2,At Risk
2503,29,10,4015,Uzbekistan,0,2,At Risk
2504,77,18,288,Guernsey,0,1,Loyal
2505,74,74,1586,Congo,1,3,Dormant
2506,72,89,1059,Pitcairn Islands,1,3,Dormant
2507,46,87,1617,Puerto Rico,1,3,Dormant
2508,30,45,1353,Lebanon,0,3,Dormant
2509,84,31,1279,Congo,0,1,Loyal
2510,21,67,2882,Yemen,1,0,Dormant
2511,37,45,815,Paraguay,0,3,Dormant
2512,33,14,4418,Kiribati,0,2,At Risk
2513,42,73,1184,Tuvalu,1,3,Dormant
2514,6,56,2436,Nepal,1,0,Dormant
2515,74,74,820,Puerto Rico,1,3,Dormant
2516,92,28,3276,Nigeria,0,4,High Value
2517,36,34,3945,Bahamas,0,2,At Risk
2518,55,13,4022,Japan,0,2,At Risk
2519,25,31,1708,Tunisia,0,2,At Risk
2520,57,43,4894,India,0,4,High Value
2521,93,84,3338,Latvia,1,4,High Value
2522,44,59,1222,Cayman Islands,1,3,Dormant
2523,44,43,187,Kuwait,0,3,Dormant
2524,13,89,31,Costa Rica,1,3,Dormant
2525,70,67,3342,Iran,1,4,High Value
2526,53,53,2282,Guatemala,1,3,Dormant
2527,36,67,3576,Costa Rica,1,0,Dormant
2528,93,80,502,Pitcairn Islands,1,3,Dormant
2529,1,1,3741,China,0,2,At Risk
2530,21,43,4563,Estonia,0,0,Dormant
2531,24,83,3822,French Southern Territories,1,0,Dormant
2532,34,28,2992,Switzerland,0,2,At Risk
2533,9,24,748,Vietnam,0,2,At Risk
2534,84,15,724,Ecuador,0,1,Loyal
2535,64,3,1371,Iraq,0,1,Loyal
2536,48,45,3495,Lao People's Democratic Republic,0,4,High Value
2537,68,49,3459,Indonesia,1,4,High Value
2538,56,13,1192,Tajikistan,0,1,Loyal
2539,45,82,3838,Hungary,1,0,Dormant
2540,5,28,3452,Switzerland,0,2,At Risk
2541,58,67,1271,Oman,1,3,Dormant
2542,89,22,3842,Christmas Island,0,4,High Value
2543,83,82,4705,Sao Tome and Principe,1,4,High Value
2544,3,1,3321,Ukraine,0,2,At Risk
2545,52,16,950,Kuwait,0,1,Loyal
2546,3,87,507,Kenya,1,3,Dormant
2547,17,12,1649,French Polynesia,0,2,At Risk
2548,70,37,2045,South Georgia and the South Sandwich Islands,0,1,Loyal
2549,18,45,3204,Christmas Island,0,0,Dormant
2550,43,7,3829,Hungary,0,2,At Risk
2551,56,36,2450,Netherlands,0,1,Loyal
2552,9,18,1879,Palestinian Territory,0,2,At Risk
2553,22,24,2255,Jordan,0,2,At Risk
2554,31,85,4136,Mongolia,1,0,Dormant
2555,11,82,1620,Spain,1,3,Dormant
2556,68,16,2160,United Kingdom,0,1,Loyal
2557,99,8,3236,Slovenia,0,4,High Value
2558,31,37,2658,Turkey,0,2,At Risk
2559,58,46,461,Indonesia,1,3,Dormant
2560,30,11,1097,Korea,0,2,At Risk
2561,37,73,2797,Paraguay,1,0,Dormant
2562,75,73,607,Pitcairn Islands,1,3,Dormant
2563,76,31,4548,India,0,4,High Value
2564,70,69,1977,Holy See (Vatican City State),1,3,Dormant
2565,86,52,1944,Cape Verde,1,1,Loyal
2566,81,47,2860,Qatar,1,4,High Value
2567,97,86,4540,Northern Mariana Islands,1,4,High Value
2568,86,75,3229,Cayman Islands,1,4,High Value
2569,43,75,4067,Chile,1,0,Dormant
2570,40,6,3692,Bolivia,0,2,At Risk
2571,37,10,4826,Heard Island and McDonald Islands,0,2,At Risk
2572,86,33,3252,Central African Republic,0,4,High Value
2573,80,60,3045,Timor-Leste,1,4,High Value
2574,14,56,851,Cape Verde,1,3,Dormant
2575,10,20,333,Italy,0,2,At Risk
2576,90,72,7,Solomon Islands,1,3,Dormant
2577,3,81,4816,Saudi Arabia,1,0,Dormant
2578,97,33,3562,Cayman Islands,0,4,High Value
2579,8,41,2680,Belize,0,2,At Risk
2580,13,68,2173,China,1,0,Dormant
2581,100,79,2853,Bahamas,1,4,High Value
2582,91,33,1358,Macao,0,1,Loyal
2583,64,14,2109,Portugal,0,1,Loyal
2584,10,2,2005,Latvia,0,2,At Risk
2585,34,88,1421,Lesotho,1,3,Dormant
2586,20,24,1244,Vietnam,0,2,At Risk
2587,4,80,4023,Martinique,1,0,Dormant
2588,3,87,2871,Vietnam,1,0,Dormant
2589,63,38,3550,Serbia,0,4,High Value
2590,28,55,4844,New Caledonia,1,0,Dormant
2591,58,56,749,Mexico,1,3,Dormant
2592,12,21,1048,Sweden,0,2,At Risk
2593,49,49,2420,Qatar,1,3,Dormant
2594,77,34,756,Tunisia,0,1,Loyal
2595,28,29,3291,Egypt,0,2,At Risk
2596,28,2,1962,Senegal,0,2,At Risk
2597,1,63,4984,Norfolk Island,1,0,Dormant
2598,47,57,3273,French Guiana,1,0,Dormant
2599,23,22,442,Mauritius,0,2,At Risk
2600,45,78,1875,Turks and Caicos Islands,1,3,Dormant
2601,17,73,1566,Canada,1,3,Dormant
2602,39,82,325,Austria,1,3,Dormant
2603,31,60,219,Congo,1,3,Dormant
2604,14,77,2264,Saint Lucia,1,0,Dormant
2605,89,90,745,Croatia,1,3,Dormant
2606,33,42,4181,Pitcairn Islands,0,0,Dormant
2607,6,3,4111,Kazakhstan,0,2,At Risk
2608,83,6,3717,Serbia,0,4,High Value
2609,1,85,2616,Slovakia (Slovak Republic),1,0,Dormant
2610,57,89,4324,Belgium,1,0,Dormant
2611,61,3,4233,Guadeloupe,0,4,High Value
2612,18,69,4449,Chile,1,0,Dormant
2613,64,65,777,Seychelles,1,3,Dormant
2614,88,75,1042,Sudan,1,3,Dormant
2615,23,33,1765,French Southern Territories,0,2,At Risk
2616,87,39,2665,Australia,0,4,High Value
2617,85,9,925,Albania,0,1,Loyal
2618,74,8,3153,Tuvalu,0,1,Loyal
2619,38,77,3786,Niue,1,0,Dormant
2620,45,30,1904,New Zealand,0,2,At Risk
2621,81,15,424,Costa Rica,0,1,Loyal
2622,25,45,383,Dominican Republic,0,3,Dormant
2623,10,66,1189,Guatemala,1,3,Dormant
2624,94,22,534,Cocos (Keeling) Islands,0,1,Loyal
2625,98,31,3313,United States Virgin Islands,0,4,High Value
2626,74,79,3810,Estonia,1,4,High Value
2627,49,63,548,Pitcairn Islands,1,3,Dormant
2628,25,14,3415,Mayotte,0,2,At Risk
2629,19,73,3910,Mexico,1,0,Dormant
2630,84,15,2180,British Virgin Islands,0,1,Loyal
2631,57,70,3577,Mongolia,1,0,Dormant
2632,61,11,713,Malawi,0,1,Loyal
2633,32,10,4634,Brazil,0,2,At Risk
2634,14,44,3810,Azerbaijan,0,0,Dormant
2635,38,84,3790,Anguilla,1,0,Dormant
2636,8,5,4028,Croatia,0,2,At Risk
2637,73,67,688,Saudi Arabia,1,3,Dormant
2638,77,71,32,Belarus,1,3,Dormant
2639,10,56,1434,Israel,1,3,Dormant
2640,29,42,3916,Qatar,0,0,Dormant
2641,57,19,1078,Mali,0,1,Loyal
2642,18,10,3121,Samoa,0,2,At Risk
2643,41,55,329,Christmas Island,1,3,Dormant
2644,45,49,3730,Colombia,1,0,Dormant
2645,22,4,174,Croatia,0,2,At Risk
2646,13,88,804,Spain,1,3,Dormant
2647,48,24,2479,Cambodia,0,2,At Risk
2648,58,26,3594,Malaysia,0,4,High Value
2649,48,20,4953,Guam,0,4,High Value
2650,92,36,1268,Montenegro,0,1,Loyal
2651,5,76,2318,Bhutan,1,0,Dormant
2652,98,47,255,Kazakhstan,1,1,Loyal
2653,19,58,1989,Israel,1,3,Dormant
2654,7,58,2311,Saint Barthelemy,1,0,Dormant
2655,33,53,2721,Serbia,1,0,Dormant
2656,50,37,1453,Korea,0,1,Loyal
2657,59,5,3940,Canada,0,2,At Risk
2658,51,5,4888,Ghana,0,2,At Risk
2659,98,66,153,Nepal,1,3,Dormant
2660,1,13,1056,Monaco,0,2,At Risk
2661,89,22,812,Tuvalu,0,1,Loyal
2662,91,82,1783,Sierra Leone,1,3,Dormant
2663,24,64,964,Gabon,1,3,Dormant
2664,84,43,3162,Palau,0,4,High Value
2665,75,75,2993,Philippines,1,4,High Value
2666,91,28,307,Gabon,0,1,Loyal
2667,82,23,4013,French Guiana,0,4,High Value
2668,93,31,1338,Mexico,0,1,Loyal
2669,44,52,4672,Malawi,1,0,Dormant
2670,9,55,4342,Paraguay,1,0,Dormant
2671,33,74,3542,Greece,1,0,Dormant
2672,3,55,239,Uzbekistan,1,3,Dormant
2673,34,51,533,Saint Pierre and Miquelon,1,3,Dormant
2674,37,81,2148,Macao,1,3,Dormant
2675,80,88,484,Bosnia and Herzegovina,1,3,Dormant
2676,18,73,3395,Trinidad and Tobago,1,0,Dormant
2677,12,39,2503,Uruguay,0,2,At Risk
2678,22,36,4614,Zimbabwe,0,0,Dormant
2679,77,67,2075,Maldives,1,3,Dormant
2680,41,43,1624,Paraguay,0,3,Dormant
2681,37,4,2112,Cayman Islands,0,2,At Risk
2682,57,29,267,Pitcairn Islands,0,1,Loyal
2683,97,67,784,Guam,1,3,Dormant
2684,5,89,2564,Turkmenistan,1,0,Dormant
2685,82,12,4694,Fiji,0,4,High Value
2686,74,7,39,Kiribati,0,1,Loyal
2687,3,54,2673,Slovakia (Slovak Republic),1,0,Dormant
2688,13,3,3935,Burkina Faso,0,2,At Risk
2689,51,24,2859,Myanmar,0,2,At Risk
2690,16,24,82,Heard Island and McDonald Islands,0,2,At Risk
2691,50,19,1106,Slovakia (Slovak Republic),0,1,Loyal
2692,20,17,1843,Australia,0,2,At Risk
2693,79,6,4806,Comoros,0,4,High Value
2694,15,20,2798,Switzerland,0,2,At Risk
2695,48,72,4058,Panama,1,0,Dormant
2696,38,21,4385,Palau,0,2,At Risk
2697,31,56,4516,Mali,1,0,Dormant
2698,14,23,159,Haiti,0,2,At Risk
2699,62,24,2392,China,0,1,Loyal
2700,44,79,2446,India,1,3,Dormant
2701,62,78,4620,Reunion,1,0,Dormant
2702,26,72,4656,Kiribati,1,0,Dormant
2703,84,24,2337,Cuba,0,1,Loyal
2704,13,21,3699,Saint Helena,0,2,At Risk
2705,31,83,388,Trinidad and Tobago,1,3,Dormant
2706,1,18,2170,United Arab Emirates,0,2,At Risk
2707,37,18,2299,Timor-Leste,0,2,At Risk
2708,77,18,2022,Belize,0,1,Loyal
2709,46,3,471,Morocco,0,1,Loyal
2710,8,3,3477,Turkmenistan,0,2,At Risk
2711,42,26,2445,Tanzania,0,2,At Risk
2712,26,83,3016,Honduras,1,0,Dormant
2713,71,33,1172,Cambodia,0,1,Loyal
2714,68,68,2503,Azerbaijan,1,3,Dormant
2715,73,37,3218,Saint Kitts and Nevis,0,4,High Value
2716,82,49,4397,Bhutan,1,4,High Value
2717,89,68,980,Moldova,1,3,Dormant
2718,44,35,4354,Netherlands Antilles,0,4,High Value
2719,48,28,1895,United States of America,0,1,Loyal
2720,32,53,4743,Georgia,1,0,Dormant
2721,23,1,4789,Heard Island and McDonald Islands,0,2,At Risk
2722,18,41,4407,Burkina Faso,0,0,Dormant
2723,84,88,4983,Croatia,1,4,High Value
2724,6,12,330,Vanuatu,0,2,At Risk
2725,14,60,1480,Madagascar,1,3,Dormant
2726,68,84,3065,Iraq,1,4,High Value
2727,39,87,2531,Serbia,1,0,Dormant
2728,17,47,2163,Chad,1,2,At Risk
2729,16,11,1395,Wallis and Futuna,0,2,At Risk
2730,55,40,410,Liberia,0,1,Loyal
2731,4,83,373,Nicaragua,1,3,Dormant
2732,87,38,3531,United States Virgin Islands,0,4,High Value
2733,40,53,360,Haiti,1,3,Dormant
2734,89,3,1938,Marshall Islands,0,1,Loyal
2735,97,25,1330,Iraq,0,1,Loyal
2736,6,35,2221,Eritrea,0,2,At Risk
2737,55,10,1071,Bermuda,0,1,Loyal
2738,23,65,1566,Trinidad and Tobago,1,3,Dormant
2739,61,20,126,India,0,1,Loyal
2740,2,71,2024,Suriname,1,0,Dormant
2741,45,71,194,Japan,1,3,Dormant
2742,91,40,180,Tanzania,0,1,Loyal
2743,93,79,1312,Algeria,1,3,Dormant
2744,77,47,3245,Equatorial Guinea,1,4,High Value
2745,83,7,3970,Finland,0,4,High Value
2746,77,22,1742,Bulgaria,0,1,Loyal
2747,91,1,2177,Monaco,0,1,Loyal
2748,87,14,2857,Samoa,0,1,Loyal
2749,48,22,2577,Slovakia (Slovak Republic),0,2,At Risk
2750,5,34,2573,Portugal,0,2,At Risk
2751,58,77,3089,Syrian Arab Republic,1,0,Dormant
2752,47,29,1124,Antigua and Barbuda,0,1,Loyal
2753,85,33,1133,Albania,0,1,Loyal
2754,79,38,43,Guernsey,0,1,Loyal
2755,11,50,196,Romania,1,3,Dormant
2756,76,57,4086,Thailand,1,4,High Value
2757,49,66,4541,Norfolk Island,1,0,Dormant
2758,23,26,3906,Jersey,0,2,At Risk
2759,75,86,2753,Bulgaria,1,3,Dormant
2760,66,87,2463,Reunion,1,3,Dormant
2761,84,35,2576,Malaysia,0,4,High Value
2762,55,4,1421,Lao People's Democratic Republic,0,1,Loyal
2763,83,57,4902,Netherlands Antilles,1,4,High Value
2764,27,6,1660,Dominica,0,2,At Risk
2765,2,62,3541,Philippines,1,0,Dormant
2766,50,44,1478,India,0,3,Dormant
2767,60,87,553,Ireland,1,3,Dormant
2768,28,59,3523,Austria,1,0,Dormant
2769,50,18,4028,Norway,0,2,At Risk
2770,28,67,743,Canada,1,3,Dormant
2771,76,9,3239,Rwanda,0,1,Loyal
2772,41,81,819,Niue,1,3,Dormant
2773,43,59,116,Hong Kong,1,3,Dormant
2774,34,81,1167,Maldives,1,3,Dormant
2775,23,10,3405,Guinea,0,2,At Risk
2776,69,35,3909,Kuwait,0,4,High Value
2777,7,21,4134,Georgia,0,2,At Risk
2778,62,50,532,Ethiopia,1,3,Dormant
2779,11,83,2448,Sweden,1,0,Dormant
2780,25,62,782,Niger,1,3,Dormant
2781,51,70,1778,Libyan Arab Jamahiriya,1,3,Dormant
2782,99,77,4163,Nicaragua,1,4,High Value
2783,46,20,4751,Estonia,0,4,High Value
2784,79,32,3749,Slovenia,0,4,High Value
2785,98,25,3169,Hong Kong,0,4,High Value
2786,98,61,4684,Bahamas,1,4,High Value
2787,71,12,1913,Wallis and Futuna,0,1,Loyal
2788,47,6,1685,Jamaica,0,2,At Risk
2789,53,10,4713,Isle of Man,0,4,High Value
2790,87,28,1388,Uzbekistan,0,1,Loyal
2791,83,24,4527,Benin,0,4,High Value
2792,49,8,1355,Kiribati,0,1,Loyal
2793,57,27,231,Switzerland,0,1,Loyal
2794,93,3,526,Faroe Islands,0,1,Loyal
2795,94,52,1261,Georgia,1,1,Loyal
2796,6,87,4284,Nepal,1,0,Dormant
2797,20,34,4431,Ecuador,0,0,Dormant
2798,32,29,4060,Burkina Faso,0,2,At Risk
2799,84,62,652,Myanmar,1,3,Dormant
2800,39,13,3868,South Georgia and the South Sandwich Islands,0,2,At Risk
2801,66,9,3005,Guadeloupe,0,1,Loyal
2802,1,52,2887,Tajikistan,1,0,Dormant
2803,74,37,1564,United States Virgin Islands,0,1,Loyal
2804,94,32,1684,Antarctica (the territory South of 60 deg S),0,1,Loyal
2805,45,90,4624,Slovakia (Slovak Republic),1,0,Dormant
2806,50,61,3311,Comoros,1,0,Dormant
2807,16,14,1372,Zambia,0,2,At Risk
2808,17,68,1918,Netherlands,1,3,Dormant
2809,89,51,1486,Philippines,1,1,Loyal
2810,29,39,121,Luxembourg,0,3,Dormant
2811,92,25,3409,Kyrgyz Republic,0,4,High Value
2812,46,19,2923,Jordan,0,2,At Risk
2813,23,73,4420,Egypt,1,0,Dormant
2814,61,23,499,Micronesia,0,1,Loyal
2815,16,37,1021,Nicaragua,0,2,At Risk
2816,68,85,4787,Gambia,1,4,High Value
2817,51,33,2189,Holy See (Vatican City State),0,1,Loyal
2818,97,82,1391,Honduras,1,3,Dormant
2819,15,12,3819,Gambia,0,2,At Risk
2820,85,47,1002,Bulgaria,1,1,Loyal
2821,82,5,2118,Lithuania,0,1,Loyal
2822,23,83,1263,Hungary,1,3,Dormant
2823,80,87,4538,Chile,1,4,High Value
2824,50,38,2774,Georgia,0,2,At Risk
2825,58,41,3671,Senegal,0,4,High Value
2826,81,39,4493,Northern Mariana Islands,0,4,High Value
2827,27,59,1080,Denmark,1,3,Dormant
2828,51,48,4149,Barbados,1,4,High Value
2829,38,77,1634,Vanuatu,1,3,Dormant
2830,34,12,1232,Burkina Faso,0,2,At Risk
2831,12,19,1644,Netherlands Antilles,0,2,At Risk
2832,22,67,942,Cuba,1,3,Dormant
2833,98,42,19,Afghanistan,0,1,Loyal
2834,23,82,291,Lebanon,1,3,Dormant
2835,62,57,2431,Heard Island and McDonald Islands,1,3,Dormant
2836,28,33,1873,Congo,0,2,At Risk
2837,37,22,4311,Korea,0,2,At Risk
2838,40,1,1911,Netherlands,0,2,At Risk
2839,89,75,1130,Northern Mariana Islands,1,3,Dormant
2840,17,38,4470,United States Virgin Islands,0,0,Dormant
2841,51,41,245,Uganda,0,1,Loyal
2842,46,19,1211,Zimbabwe,0,1,Loyal
2843,87,89,2240,French Guiana,1,3,Dormant
2844,52,16,2135,South Africa,0,1,Loyal
2845,28,38,4482,Lao People's Democratic Republic,0,0,Dormant
2846,9,72,2394,Saint Barthelemy,1,0,Dormant
2847,43,32,1654,Zambia,0,2,At Risk
2848,81,35,3406,Nepal,0,4,High Value
2849,53,28,1952,Austria,0,1,Loyal
2850,54,26,1487,Mauritius,0,1,Loyal
2851,49,45,1184,Sierra Leone,0,3,Dormant
2852,38,5,1704,Puerto Rico,0,2,At Risk
2853,84,20,96,Uganda,0,1,Loyal
2854,93,41,4799,United Kingdom,0,4,High Value
2855,64,1,3191,Kuwait,0,2,At Risk
2856,48,76,1220,Singapore,1,3,Dormant
2857,70,12,2145,Liechtenstein,0,1,Loyal
2858,47,46,4070,Spain,1,0,Dormant
2859,26,28,4556,Pitcairn Islands,0,2,At Risk
2860,81,38,1008,Grenada,0,1,Loyal
2861,56,29,4627,Mozambique,0,4,High Value
2862,43,11,95,Cocos (Keeling) Islands,0,1,Loyal
2863,78,77,1423,Serbia,1,3,Dormant
2864,53,44,2765,Korea,0,4,High Value
2865,9,16,4028,Zimbabwe,0,2,At Risk
2866,65,20,2652,New Zealand,0,1,Loyal
2867,3,14,436,Malaysia,0,2,At Risk
2868,69,69,4991,Czech Republic,1,4,High Value
2869,51,74,2496,Gambia,1,3,Dormant
2870,29,76,741,Montenegro,1,3,Dormant
2871,39,10,4437,United States of America,0,2,At Risk
2872,36,54,4724,Reunion,1,0,Dormant
2873,12,86,520,Niger,1,3,Dormant
2874,50,38,3557,British Indian Ocean Territory (Chagos Archipelago),0,4,High Value
2875,6,29,684,Myanmar,0,2,At Risk
2876,94,34,817,Cook Islands,0,1,Loyal
2877,79,2,427,Cambodia,0,1,Loyal
2878,97,28,2460,Djibouti,0,1,Loyal
2879,43,58,1175,Chad,1,3,Dormant
2880,3,57,4803,Malaysia,1,0,Dormant
2881,86,31,1297,Antarctica (the territory South of 60 deg S),0,1,Loyal
2882,53,68,4499,Spain,1,0,Dormant
2883,82,6,3406,San Marino,0,4,High Value
2884,97,72,3327,Albania,1,4,High Value
2885,56,3,889,Spain,0,1,Loyal
2886,78,6,4433,Libyan Arab Jamahiriya,0,4,High Value
2887,91,76,3355,Dominica,1,4,High Value
2888,58,76,4397,Angola,1,0,Dormant
2889,94,79,4272,Mayotte,1,4,High Value
2890,75,16,1406,Georgia,0,1,Loyal
2891,25,72,2218,Cape Verde,1,0,Dormant
2892,62,11,3999,Palestinian Territory,0,4,High Value
2893,72,1,2717,Falkland Islands (Malvinas),0,1,Loyal
2894,4,59,3197,Morocco,1,0,Dormant
2895,23,38,4925,Vietnam,0,0,Dormant
2896,44,81,1512,Belgium,1,3,Dormant
2897,70,5,819,Serbia,0,1,Loyal
