user_id,sessions,last_login_days,revenue,country,churn
2458,52,11,3750,Lao People's Democratic Republic,0
2459,93,72,4233,Cook Islands,1
2460,100,79,1960,Reunion,1
2461,71,71,4910,Djibouti,1
2462,79,83,3792,Qatar,1
2463,5,53,3804,Seychelles,1
2464,88,68,1507,Saint Martin,1
2465,72,30,3574,Bouvet Island (Bouvetoya),0
2466,76,20,4386,Lithuania,0
2467,68,58,1223,Turkey,1
2468,46,77,892,Italy,1
2469,94,18,1325,North Macedonia,0
2470,20,46,789,Timor-Leste,1
2471,99,51,2957,Kyrgyz Republic,1
2472,41,23,788,Japan,0
2473,13,72,4240,Lithuania,1
2474,32,62,4943,Georgia,1
2475,96,25,3891,Equatorial Guinea,0
2476,71,13,1495,Niue,0
2477,95,3,4177,Puerto Rico,0
2478,85,40,2683,Lithuania,0
2479,17,75,3890,Costa Rica,1
2480,85,69,2031,Nauru,1
2481,60,8,1898,Djibouti,0
2482,66,35,1833,Macao,0
2483,13,33,3541,Suriname,0
2484,74,43,2811,Turks and Caicos Islands,0
2485,14,18,2864,Guyana,0
2486,10,49,573,Turks and Caicos Islands,1
2487,63,57,4817,Botswana,1
2488,31,41,39,Philippines,0
2489,78,77,3463,Mayotte,1
2490,57,55,3463,Uganda,1
2491,64,37,872,Mali,0
2492,44,11,2281,Cameroon,0
2493,47,80,118,Estonia,1
2494,50,56,2411,Oman,1
2495,97,65,986,Gibraltar,1
2496,83,21,1978,Tonga,0
2497,66,48,1690,Netherlands,1
2498,23,52,4103,Hong Kong,1
2499,25,26,331,Malta,0
2500,100,30,1924,Egypt,0
2501,53,66,2491,Syrian Arab Republic,1
2502,18,22,135,Bulgaria,0
2503,29,10,4015,Uzbekistan,0
2504,77,18,288,Guernsey,0
2505,74,74,1586,Congo,1
2506,72,89,1059,Pitcairn Islands,1
2507,46,87,1617,Puerto Rico,1
2508,30,45,1353,Lebanon,0
2509,84,31,1279,Congo,0
2510,21,67,2882,Yemen,1
2511,37,45,815,Paraguay,0
2512,33,14,4418,Kiribati,0
2513,42,73,1184,Tuvalu,1
2514,6,56,2436,Nepal,1
2515,74,74,820,Puerto Rico,1
2516,92,28,3276,Nigeria,0
2517,36,34,3945,Bahamas,0
2518,55,13,4022,Japan,0
2519,25,31,1708,Tunisia,0
2520,57,43,4894,India,0
2521,93,84,3338,Latvia,1
2522,44,59,1222,Cayman Islands,1
2523,44,43,187,Kuwait,0
2524,13,89,31,Costa Rica,1
2525,70,67,3342,Iran,1
2526,53,53,2282,Guatemala,1
2527,36,67,3576,Costa Rica,1
2528,93,80,502,Pitcairn Islands,1
2529,1,1,3741,China,0
2530,21,43,4563,Estonia,0
2531,24,83,3822,French Southern Territories,1
2532,34,28,2992,Switzerland,0
2533,9,24,748,Vietnam,0
2534,84,15,724,Ecuador,0
2535,64,3,1371,Iraq,0
2536,48,45,3495,Lao People's Democratic Republic,0
2537,68,49,3459,Indonesia,1
2538,56,13,1192,Tajikistan,0
2539,45,82,3838,Hungary,1
2540,5,28,3452,Switzerland,0
2541,58,67,1271,Oman,1
2542,89,22,3842,Christmas Island,0
2543,83,82,4705,Sao Tome and Principe,1
2544,3,1,3321,Ukraine,0
2545,52,16,950,Kuwait,0
2546,3,87,507,Kenya,1
2547,17,12,1649,French Polynesia,0
2548,70,37,2045,South Georgia and the South Sandwich Islands,0
2549,18,45,3204,Christmas Island,0
2550,43,7,3829,Hungary,0
2551,56,36,2450,Netherlands,0
2552,9,18,1879,Palestinian Territory,0
2553,22,24,2255,Jordan,0
2554,31,85,4136,Mongolia,1
2555,11,82,1620,Spain,1
2556,68,16,2160,United Kingdom,0
2557,99,8,3236,Slovenia,0
2558,31,37,2658,Turkey,0
2559,58,46,461,Indonesia,1
2560,30,11,1097,Korea,0
2561,37,73,2797,Paraguay,1
2562,75,73,607,Pitcairn Islands,1
2563,76,31,4548,India,0
2564,70,69,1977,Holy See (Vatican City State),1
2565,86,52,1944,Cape Verde,1
2566,81,47,2860,Qatar,1
2567,97,86,4540,Northern Mariana Islands,1
2568,86,75,3229,Cayman Islands,1
2569,43,75,4067,Chile,1
2570,40,6,3692,Bolivia,0
2571,37,10,4826,Heard Island and McDonald Islands,0
2572,86,33,3252,Central African Republic,0
2573,80,60,3045,Timor-Leste,1
2574,14,56,851,Cape Verde,1
2575,10,20,333,Italy,0
2576,90,72,7,Solomon Islands,1
2577,3,81,4816,Saudi Arabia,1
2578,97,33,3562,Cayman Islands,0
2579,8,41,2680,Belize,0
2580,13,68,2173,China,1
2581,100,79,2853,Bahamas,1
2582,91,33,1358,Macao,0
2583,64,14,2109,Portugal,0
2584,10,2,2005,Latvia,0
2585,34,88,1421,Lesotho,1
2586,20,24,1244,Vietnam,0
2587,4,80,4023,Martinique,1
2588,3,87,2871,Vietnam,1
2589,63,38,3550,Serbia,0
2590,28,55,4844,New Caledonia,1
2591,58,56,749,Mexico,1
2592,12,21,1048,Sweden,0
2593,49,49,2420,Qatar,1
2594,77,34,756,Tunisia,0
2595,28,29,3291,Egypt,0
2596,28,2,1962,Senegal,0
2597,1,63,4984,Norfolk Island,1
2598,47,57,3273,French Guiana,1
2599,23,22,442,Mauritius,0
2600,45,78,1875,Turks and Caicos Islands,1
2601,17,73,1566,Canada,1
2602,39,82,325,Austria,1
2603,31,60,219,Congo,1
2604,14,77,2264,Saint Lucia,1
2605,89,90,745,Croatia,1
2606,33,42,4181,Pitcairn Islands,0
2607,6,3,4111,Kazakhstan,0
2608,83,6,3717,Serbia,0
2609,1,85,2616,Slovakia (Slovak Republic),1
2610,57,89,4324,Belgium,1
2611,61,3,4233,Guadeloupe,0
2612,18,69,4449,Chile,1
2613,64,65,777,Seychelles,1
2614,88,75,1042,Sudan,1
2615,23,33,1765,French Southern Territories,0
2616,87,39,2665,Australia,0
2617,85,9,925,Albania,0
2618,74,8,3153,Tuvalu,0
2619,38,77,3786,Niue,1
2620,45,30,1904,New Zealand,0
2621,81,15,424,Costa Rica,0
2622,25,45,383,Dominican Republic,0
2623,10,66,1189,Guatemala,1
2624,94,22,534,Cocos (Keeling) Islands,0
2625,98,31,3313,United States Virgin Islands,0
2626,74,79,3810,Estonia,1
2627,49,63,548,Pitcairn Islands,1
2628,25,14,3415,Mayotte,0
2629,19,73,3910,Mexico,1
2630,84,15,2180,British Virgin Islands,0
2631,57,70,3577,Mongolia,1
2632,61,11,713,Malawi,0
2633,32,10,4634,Brazil,0
2634,14,44,3810,Azerbaijan,0
2635,38,84,3790,Anguilla,1
2636,8,5,4028,Croatia,0
2637,73,67,688,Saudi Arabia,1
2638,77,71,32,Belarus,1
2639,10,56,1434,Israel,1
2640,29,42,3916,Qatar,0
2641,57,19,1078,Mali,0
2642,18,10,3121,Samoa,0
2643,41,55,329,Christmas Island,1
2644,45,49,3730,Colombia,1
2645,22,4,174,Croatia,0
2646,13,88,804,Spain,1
2647,48,24,2479,Cambodia,0
2648,58,26,3594,Malaysia,0
2649,48,20,4953,Guam,0
2650,92,36,1268,Montenegro,0
2651,5,76,2318,Bhutan,1
2652,98,47,255,Kazakhstan,1
2653,19,58,1989,Israel,1
2654,7,58,2311,Saint Barthelemy,1
2655,33,53,2721,Serbia,1
2656,50,37,1453,Korea,0
2657,59,5,3940,Canada,0
2658,51,5,4888,Ghana,0
2659,98,66,153,Nepal,1
2660,1,13,1056,Monaco,0
2661,89,22,812,Tuvalu,0
2662,91,82,1783,Sierra Leone,1
2663,24,64,964,Gabon,1
2664,84,43,3162,Palau,0
2665,75,75,2993,Philippines,1
2666,91,28,307,Gabon,0
2667,82,23,4013,French Guiana,0
2668,93,31,1338,Mexico,0
2669,44,52,4672,Malawi,1
2670,9,55,4342,Paraguay,1
2671,33,74,3542,Greece,1
2672,3,55,239,Uzbekistan,1
2673,34,51,533,Saint Pierre and Miquelon,1
2674,37,81,2148,Macao,1
2675,80,88,484,Bosnia and Herzegovina,1
2676,18,73,3395,Trinidad and Tobago,1
2677,12,39,2503,Uruguay,0
2678,22,36,4614,Zimbabwe,0
2679,77,67,2075,Maldives,1
2680,41,43,1624,Paraguay,0
2681,37,4,2112,Cayman Islands,0
2682,57,29,267,Pitcairn Islands,0
2683,97,67,784,Guam,1
2684,5,89,2564,Turkmenistan,1
2685,82,12,4694,Fiji,0
2686,74,7,39,Kiribati,0
2687,3,54,2673,Slovakia (Slovak Republic),1
2688,13,3,3935,Burkina Faso,0
2689,51,24,2859,Myanmar,0
2690,16,24,82,Heard Island and McDonald Islands,0
2691,50,19,1106,Slovakia (Slovak Republic),0
2692,20,17,1843,Australia,0
2693,79,6,4806,Comoros,0
2694,15,20,2798,Switzerland,0
2695,48,72,4058,Panama,1
2696,38,21,4385,Palau,0
2697,31,56,4516,Mali,1
2698,14,23,159,Haiti,0
2699,62,24,2392,China,0
2700,44,79,2446,India,1
2701,62,78,4620,Reunion,1
2702,26,72,4656,Kiribati,1
2703,84,24,2337,Cuba,0
2704,13,21,3699,Saint Helena,0
2705,31,83,388,Trinidad and Tobago,1
2706,1,18,2170,United Arab Emirates,0
2707,37,18,2299,Timor-Leste,0
2708,77,18,2022,Belize,0
2709,46,3,471,Morocco,0
2710,8,3,3477,Turkmenistan,0
2711,42,26,2445,Tanzania,0
2712,26,83,3016,Honduras,1
2713,71,33,1172,Cambodia,0
2714,68,68,2503,Azerbaijan,1
2715,73,37,3218,Saint Kitts and Nevis,0
2716,82,49,4397,Bhutan,1
2717,89,68,980,Moldova,1
2718,44,35,4354,Netherlands Antilles,0
2719,48,28,1895,United States of America,0
2720,32,53,4743,Georgia,1
2721,23,1,4789,Heard Island and McDonald Islands,0
2722,18,41,4407,Burkina Faso,0
2723,84,88,4983,Croatia,1
2724,6,12,330,Vanuatu,0
2725,14,60,1480,Madagascar,1
2726,68,84,3065,Iraq,1
2727,39,87,2531,Serbia,1
2728,17,47,2163,Chad,1
2729,16,11,1395,Wallis and Futuna,0
2730,55,40,410,Liberia,0
2731,4,83,373,Nicaragua,1
2732,87,38,3531,United States Virgin Islands,0
2733,40,53,360,Haiti,1
2734,89,3,1938,Marshall Islands,0
2735,97,25,1330,Iraq,0
2736,6,35,2221,Eritrea,0
2737,55,10,1071,Bermuda,0
2738,23,65,1566,Trinidad and Tobago,1
2739,61,20,126,India,0
2740,2,71,2024,Suriname,1
2741,45,71,194,Japan,1
2742,91,40,180,Tanzania,0
2743,93,79,1312,Algeria,1
2744,77,47,3245,Equatorial Guinea,1
2745,83,7,3970,Finland,0
2746,77,22,1742,Bulgaria,0
2747,91,1,2177,Monaco,0
2748,87,14,2857,Samoa,0
2749,48,22,2577,Slovakia (Slovak Republic),0
2750,5,34,2573,Portugal,0
2751,58,77,3089,Syrian Arab Republic,1
2752,47,29,1124,Antigua and Barbuda,0
2753,85,33,1133,Albania,0
2754,79,38,43,Guernsey,0
2755,11,50,196,Romania,1
2756,76,57,4086,Thailand,1
2757,49,66,4541,Norfolk Island,1
2758,23,26,3906,Jersey,0
2759,75,86,2753,Bulgaria,1
2760,66,87,2463,Reunion,1
2761,84,35,2576,Malaysia,0
2762,55,4,1421,Lao People's Democratic Republic,0
2763,83,57,4902,Netherlands Antilles,1
2764,27,6,1660,Dominica,0
2765,2,62,3541,Philippines,1
2766,50,44,1478,India,0
2767,60,87,553,Ireland,1
2768,28,59,3523,Austria,1
2769,50,18,4028,Norway,0
2770,28,67,743,Canada,1
2771,76,9,3239,Rwanda,0
2772,41,81,819,Niue,1
2773,43,59,116,Hong Kong,1
2774,34,81,1167,Maldives,1
2775,23,10,3405,Guinea,0
2776,69,35,3909,Kuwait,0
2777,7,21,4134,Georgia,0
2778,62,50,532,Ethiopia,1
2779,11,83,2448,Sweden,1
2780,25,62,782,Niger,1
2781,51,70,1778,Libyan Arab Jamahiriya,1
2782,99,77,4163,Nicaragua,1
2783,46,20,4751,Estonia,0
2784,79,32,3749,Slovenia,0
2785,98,25,3169,Hong Kong,0
2786,98,61,4684,Bahamas,1
2787,71,12,1913,Wallis and Futuna,0
2788,47,6,1685,Jamaica,0
2789,53,10,4713,Isle of Man,0
2790,87,28,1388,Uzbekistan,0
2791,83,24,4527,Benin,0
2792,49,8,1355,Kiribati,0
2793,57,27,231,Switzerland,0
2794,93,3,526,Faroe Islands,0
2795,94,52,1261,Georgia,1
2796,6,87,4284,Nepal,1
2797,20,34,4431,Ecuador,0
2798,32,29,4060,Burkina Faso,0
2799,84,62,652,Myanmar,1
2800,39,13,3868,South Georgia and the South Sandwich Islands,0
2801,66,9,3005,Guadeloupe,0
2802,1,52,2887,Tajikistan,1
2803,74,37,1564,United States Virgin Islands,0
2804,94,32,1684,Antarctica (the territory South of 60 deg S),0
2805,45,90,4624,Slovakia (Slovak Republic),1
2806,50,61,3311,Comoros,1
2807,16,14,1372,Zambia,0
2808,17,68,1918,Netherlands,1
2809,89,51,1486,Philippines,1
2810,29,39,121,Luxembourg,0
2811,92,25,3409,Kyrgyz Republic,0
2812,46,19,2923,Jordan,0
2813,23,73,4420,Egypt,1
2814,61,23,499,Micronesia,0
2815,16,37,1021,Nicaragua,0
2816,68,85,4787,Gambia,1
2817,51,33,2189,Holy See (Vatican City State),0
2818,97,82,1391,Honduras,1
2819,15,12,3819,Gambia,0
2820,85,47,1002,Bulgaria,1
2821,82,5,2118,Lithuania,0
2822,23,83,1263,Hungary,1
2823,80,87,4538,Chile,1
2824,50,38,2774,Georgia,0
2825,58,41,3671,Senegal,0
2826,81,39,4493,Northern Mariana Islands,0
2827,27,59,1080,Denmark,1
2828,51,48,4149,Barbados,1
2829,38,77,1634,Vanuatu,1
2830,34,12,1232,Burkina Faso,0
2831,12,19,1644,Netherlands Antilles,0
2832,22,67,942,Cuba,1
2833,98,42,19,Afghanistan,0
2834,23,82,291,Lebanon,1
2835,62,57,2431,Heard Island and McDonald Islands,1
2836,28,33,1873,Congo,0
2837,37,22,4311,Korea,0
2838,40,1,1911,Netherlands,0
2839,89,75,1130,Northern Mariana Islands,1
2840,17,38,4470,United States Virgin Islands,0
2841,51,41,245,Uganda,0
2842,46,19,1211,Zimbabwe,0
2843,87,89,2240,French Guiana,1
2844,52,16,2135,South Africa,0
2845,28,38,4482,Lao People's Democratic Republic,0
2846,9,72,2394,Saint Barthelemy,1
2847,43,32,1654,Zambia,0
2848,81,35,3406,Nepal,0
2849,53,28,1952,Austria,0
2850,54,26,1487,Mauritius,0
2851,49,45,1184,Sierra Leone,0
2852,38,5,1704,Puerto Rico,0
2853,84,20,96,Uganda,0
2854,93,41,4799,United Kingdom,0
2855,64,1,3191,Kuwait,0
2856,48,76,1220,Singapore,1
2857,70,12,2145,Liechtenstein,0
2858,47,46,4070,Spain,1
2859,26,28,4556,Pitcairn Islands,0
2860,81,38,1008,Grenada,0
2861,56,29,4627,Mozambique,0
2862,43,11,95,Cocos (Keeling) Islands,0
2863,78,77,1423,Serbia,1
2864,53,44,2765,Korea,0
2865,9,16,4028,Zimbabwe,0
2866,65,20,2652,New Zealand,0
2867,3,14,436,Malaysia,0
2868,69,69,4991,Czech Republic,1
2869,51,74,2496,Gambia,1
2870,29,76,741,Montenegro,1
2871,39,10,4437,United States of America,0
2872,36,54,4724,Reunion,1
2873,12,86,520,Niger,1
2874,50,38,3557,British Indian Ocean Territory (Chagos Archipelago),0
2875,6,29,684,Myanmar,0
2876,94,34,817,Cook Islands,0
2877,79,2,427,Cambodia,0
2878,97,28,2460,Djibouti,0
2879,43,58,1175,Chad,1
2880,3,57,4803,Malaysia,1
2881,86,31,1297,Antarctica (the territory South of 60 deg S),0
2882,53,68,4499,Spain,1
2883,82,6,3406,San Marino,0
2884,97,72,3327,Albania,1
2885,56,3,889,Spain,0
2886,78,6,4433,Libyan Arab Jamahiriya,0
2887,91,76,3355,Dominica,1
2888,58,76,4397,Angola,1
2889,94,79,4272,Mayotte,1
2890,75,16,1406,Georgia,0
2891,25,72,2218,Cape Verde,1
2892,62,11,3999,Palestinian Territory,0
2893,72,1,2717,Falkland Islands (Malvinas),0
2894,4,59,3197,Morocco,1
2895,23,38,4925,Vietnam,0
2896,44,81,1512,Belgium,1
2897,70,5,819,Serbia,0
2898,48,28,1105,Ecuador,0
2899,34,82,4138,Montenegro,1
2900,52,52,3644,Zambia,1
2901,53,57,4698,Kyrgyz Republic,1
2902,84,32,4691,Algeria,0
2903,58,24,27,Guatemala,0
2904,59,45,3450,Lao People's Democratic Republic,0
2905,1,88,3345,Jersey,1
2906,46,67,4054,Belgium,1
2907,2,47,2772,Palestinian Territory,1
2908,58,49,4445,Barbados,1
2909,60,66,319,Belgium,1
2910,100,44,4546,Morocco,0
2911,92,71,2290,Brazil,1
2912,31,5,2985,Dominica,0
2913,25,41,2542,Holy See (Vatican City State),0
2914,38,67,4498,Albania,1
2915,95,66,1614,Madagascar,1
2916,46,43,2170,Liechtenstein,0
2917,74,41,1513,Ghana,0
2918,30,77,4370,Anguilla,1
2919,12,80,2909,Trinidad and Tobago,1
2920,79,7,1890,Argentina,0
2921,43,26,4279,Tonga,0
2922,4,23,3920,Oman,0
2923,3,5,4000,Korea,0
2924,26,4,3714,United States Virgin Islands,0
2925,19,65,4121,Iran,1
2926,10,53,418,Botswana,1
2927,21,12,1712,Turkmenistan,0
2928,94,68,2252,China,1
2929,85,89,4336,Greenland,1
2930,96,58,1557,Niue,1
2931,52,37,3122,Saint Kitts and Nevis,0
2932,86,42,3602,Thailand,0
2933,51,19,657,Turkey,0
2934,95,42,4046,Burundi,0
2935,87,16,768,India,0
2936,10,42,1288,Namibia,0
2937,95,28,640,Hong Kong,0
2938,82,1,3285,Madagascar,0
2939,69,60,4405,South Georgia and the South Sandwich Islands,1
2940,72,28,4412,Montenegro,0
2941,76,88,4696,Cyprus,1
2942,86,44,3952,American Samoa,0
2943,35,22,1079,Cyprus,0
2944,92,62,3363,Tuvalu,1
2945,74,87,4176,Norway,1
2946,56,57,113,Philippines,1
2947,24,43,3609,Western Sahara,0
2948,88,15,924,Isle of Man,0
2949,13,37,696,Georgia,0
2950,57,26,3573,Grenada,0
2951,25,54,2054,Belarus,1
2952,48,42,4185,Saudi Arabia,0
2953,50,35,680,United Kingdom,0
2954,48,59,2695,Finland,1
2955,5,3,3171,Burundi,0
2956,9,59,368,Benin,1
2957,42,86,876,Kazakhstan,1
2958,97,38,4692,Myanmar,0
2959,26,13,2754,Romania,0
2960,10,75,4005,Kenya,1
2961,22,30,2370,Estonia,0
2962,23,1,291,Guatemala,0
2963,66,66,4051,Isle of Man,1
2964,98,88,299,Vietnam,1
2965,64,41,2864,Kyrgyz Republic,0
2966,32,83,2830,Cocos (Keeling) Islands,1
2967,97,26,2003,Guatemala,0
2968,66,15,3991,Bangladesh,0
2969,39,3,4546,Jamaica,0
2970,52,32,4403,Uganda,0
2971,91,68,3389,Zambia,1
2972,1,46,1421,Libyan Arab Jamahiriya,1
2973,65,29,3404,Chile,0
2974,48,79,1906,Slovakia (Slovak Republic),1
2975,88,54,4641,Rwanda,1
2976,12,20,2431,Uganda,0
2977,92,28,603,Cote d'Ivoire,0
2978,38,13,1706,Ghana,0
2979,76,55,829,Guernsey,1
2980,12,32,3168,Israel,0
2981,93,65,3329,Iraq,1
2982,45,81,1471,Zambia,1
2983,55,89,3180,Lesotho,1
2984,3,17,276,Serbia,0
2985,79,7,663,Faroe Islands,0
2986,75,43,4104,Bhutan,0
2987,48,36,3321,Iceland,0
2988,13,63,2750,United Kingdom,1
2989,45,32,2548,Togo,0
2990,84,82,2329,Tonga,1
2991,26,84,4336,Svalbard & Jan Mayen Islands,1
2992,13,53,4497,Panama,1
2993,27,42,1022,Saint Vincent and the Grenadines,0
2994,31,54,989,Germany,1
2995,90,26,842,Haiti,0
2996,11,44,783,Tunisia,0
2997,96,40,4194,Lesotho,0
2998,16,68,3719,Senegal,1
2999,35,65,3249,Netherlands,1
3000,61,58,820,Belgium,1
3001,74,24,4428,Gambia,0
3002,17,68,3785,France,1
3003,57,88,1551,Haiti,1
3004,63,22,3340,Afghanistan,0
3005,48,75,2666,Slovakia (Slovak Republic),1
3006,45,38,1500,Central African Republic,0
3007,3,26,1433,Italy,0
3008,71,85,2318,Korea,1
3009,62,87,4070,United Arab Emirates,1
3010,52,75,131,Tuvalu,1
3011,2,63,356,Russian Federation,1
3012,11,82,1291,Syrian Arab Republic,1
3013,17,47,2495,Georgia,1
3014,89,5,966,Bermuda,0
3015,32,33,2062,Italy,0
3016,4,6,4727,Iraq,0
3017,81,87,4994,Antarctica (the territory South of 60 deg S),1
3018,3,86,869,Solomon Islands,1
3019,6,4,3728,Turkey,0
3020,42,1,287,Nicaragua,0
3021,57,87,3207,Cote d'Ivoire,1
3022,58,38,411,Maldives,0
3023,30,70,60,Guyana,1
3024,94,32,3134,Uzbekistan,0
3025,44,89,4602,Guyana,1
3026,87,40,1938,Svalbard & Jan Mayen Islands,0
3027,50,14,3041,Korea,0
3028,87,55,4129,Antigua and Barbuda,1
3029,83,84,4044,British Virgin Islands,1
3030,80,28,469,Niger,0
3031,87,44,480,Chad,0
3032,80,49,3129,Palestinian Territory,1
3033,81,22,3125,South Africa,0
3034,74,45,609,Saudi Arabia,0
3035,20,29,400,Palestinian Territory,0
3036,29,55,172,French Polynesia,1
3037,73,66,621,Cambodia,1
3038,41,6,1960,Greece,0
3039,44,63,1348,Costa Rica,1
3040,59,90,1811,Saint Barthelemy,1
3041,94,75,4000,Gibraltar,1
3042,59,66,2808,Tajikistan,1
3043,89,56,4497,Niger,1
3044,56,84,1659,South Georgia and the South Sandwich Islands,1
3045,82,20,3365,Morocco,0
3046,14,43,662,Rwanda,0
3047,52,11,1581,Slovakia (Slovak Republic),0
3048,77,42,1178,Equatorial Guinea,0
3049,56,29,2665,Sudan,0
3050,29,77,1664,Japan,1
3051,33,50,223,Seychelles,1
3052,73,49,2928,Micronesia,1
3053,90,78,101,Djibouti,1
3054,14,80,1821,Niger,1
3055,80,21,449,Antarctica (the territory South of 60 deg S),0
3056,38,2,628,Czech Republic,0
3057,62,24,1977,Antigua and Barbuda,0
3058,32,76,308,Aruba,1
3059,56,13,208,Iran,0
3060,40,19,4782,French Polynesia,0
3061,23,11,2327,Indonesia,0
3062,40,52,3532,Niger,1
3063,93,47,3878,Cape Verde,1
3064,25,33,552,Northern Mariana Islands,0
3065,78,9,3552,Singapore,0
3066,18,15,353,Greenland,0
3067,58,33,2846,Bahamas,0
3068,91,66,4491,Cote d'Ivoire,1
3069,86,83,1521,Mali,1
3070,79,36,4235,Gibraltar,0
3071,45,21,454,Falkland Islands (Malvinas),0
3072,88,57,963,Pakistan,1
3073,37,77,2857,Heard Island and McDonald Islands,1
3074,78,43,846,Guinea-Bissau,0
3075,87,57,649,Cape Verde,1
3076,98,30,1382,Austria,0
3077,39,24,1152,Mauritania,0
3078,9,3,4029,Eritrea,0
3079,6,17,4746,Saint Helena,0
3080,26,22,1211,Kyrgyz Republic,0
3081,99,18,2926,Albania,0
3082,63,76,4216,Mexico,1
3083,20,67,4629,Guatemala,1
3084,27,40,4319,Jordan,0
3085,61,74,1715,Iran,1
3086,37,25,1137,Bahrain,0
3087,86,33,2895,Dominica,0
3088,59,1,1705,Ukraine,0
3089,24,63,2581,Nicaragua,1
3090,22,57,1606,Saint Barthelemy,1
3091,21,33,4533,United Arab Emirates,0
3092,49,32,758,Djibouti,0
3093,32,39,4090,New Caledonia,0
3094,75,54,2138,Cook Islands,1
3095,13,87,4422,Ecuador,1
3096,9,88,1414,Guinea-Bissau,1
3097,30,74,1591,Israel,1
3098,3,29,882,Micronesia,0
3099,50,31,3543,Latvia,0
3100,60,17,2674,Ireland,0
3101,19,46,4453,Macao,1
3102,97,7,2538,Slovakia (Slovak Republic),0
3103,2,74,2792,Spain,1
3104,67,83,704,Finland,1
3105,66,16,4271,Switzerland,0
3106,78,65,1338,Cayman Islands,1
3107,92,1,2107,Falkland Islands (Malvinas),0
3108,52,17,4392,Botswana,0
3109,15,85,3278,Iraq,1
3110,26,48,1094,Maldives,1
3111,78,60,3550,Cambodia,1
3112,90,3,4732,Armenia,0
3113,12,88,291,Kazakhstan,1
3114,52,87,1782,Lao People's Democratic Republic,1
3115,99,58,4041,Comoros,1
3116,6,14,3590,Brunei Darussalam,0
3117,42,37,1208,Tokelau,0
3118,29,78,3880,Holy See (Vatican City State),1
3119,22,55,2316,Moldova,1
3120,44,59,3526,Mauritius,1
3121,23,15,3365,Uruguay,0
3122,42,16,4989,Liberia,0
3123,81,48,491,French Guiana,1
3124,21,32,2482,Bouvet Island (Bouvetoya),0
3125,47,12,125,Netherlands,0
3126,2,21,3314,Solomon Islands,0
3127,11,12,4068,Swaziland,0
3128,23,81,4281,Ethiopia,1
3129,58,26,2546,Nepal,0
3130,100,24,827,Pitcairn Islands,0
3131,56,81,2330,Argentina,1
3132,99,29,3179,Angola,0
3133,29,67,3085,Portugal,1
3134,54,3,1587,Pakistan,0
3135,56,73,888,Brunei Darussalam,1
3136,95,32,3707,Bhutan,0
3137,4,7,286,Timor-Leste,0
3138,90,42,3279,Sweden,0
3139,27,42,3173,Cook Islands,0
3140,64,83,2696,Denmark,1
3141,52,75,2560,American Samoa,1
3142,72,73,1991,United States Virgin Islands,1
3143,2,69,4136,Western Sahara,1
3144,93,64,3175,Hong Kong,1
3145,71,75,4161,Bouvet Island (Bouvetoya),1
3146,20,15,4793,Belize,0
3147,61,89,2108,Namibia,1
3148,9,74,2499,Austria,1
3149,96,70,1839,Benin,1
3150,45,14,1124,Guernsey,0
3151,62,45,2969,Slovenia,0
3152,83,2,1754,Mali,0
3153,36,22,169,Panama,0
3154,29,49,4190,Turkey,1
3155,32,26,3366,Nigeria,0
3156,68,11,2861,Venezuela,0
3157,80,65,788,Bahrain,1
3158,35,28,2367,Georgia,0
3159,76,29,1281,Liechtenstein,0
3160,5,59,2662,Ghana,1
3161,92,33,576,Vietnam,0
3162,9,85,1892,Norfolk Island,1
3163,83,52,4991,Equatorial Guinea,1
3164,60,32,1810,Fiji,0
3165,9,24,2151,Venezuela,0
3166,23,5,4581,Norfolk Island,0
3167,48,21,269,Lebanon,0
3168,73,13,2252,Kuwait,0
3169,77,21,3685,Bulgaria,0
3170,90,58,1130,Sri Lanka,1
3171,31,1,3170,Nepal,0
3172,45,61,1482,Pakistan,1
3173,23,16,4587,United Kingdom,0
3174,75,56,1886,Saint Lucia,1
3175,88,72,574,Philippines,1
3176,5,30,4017,Cook Islands,0
3177,98,76,4198,American Samoa,1
3178,20,9,3468,Cambodia,0
3179,34,83,156,Russian Federation,1
3180,44,75,2273,Turks and Caicos Islands,1
3181,100,41,443,American Samoa,0
3182,44,4,1803,Libyan Arab Jamahiriya,0
3183,41,73,3160,Seychelles,1
3184,38,74,4007,Anguilla,1
3185,3,19,3678,Slovenia,0
3186,54,80,4550,Cameroon,1
3187,93,14,4993,Bhutan,0
3188,50,89,602,Italy,1
3189,39,69,4926,Nicaragua,1
3190,64,30,2695,Fiji,0
3191,85,27,2881,India,0
3192,21,51,2943,Denmark,1
3193,44,51,2715,Canada,1
3194,67,39,1208,Sao Tome and Principe,0
3195,22,42,4597,Iceland,0
3196,11,76,215,Gibraltar,1
3197,69,69,569,American Samoa,1
3198,97,10,2957,United States of America,0
3199,58,6,795,Belarus,0
3200,6,21,1553,Gambia,0
3201,78,23,4856,Malta,0
3202,66,30,2560,British Indian Ocean Territory (Chagos Archipelago),0
3203,90,69,4516,Mongolia,1
3204,1,81,448,Sao Tome and Principe,1
3205,62,55,2748,Nicaragua,1
3206,61,89,651,Pitcairn Islands,1
3207,97,51,135,Saint Helena,1
3208,55,50,2919,Saint Helena,1
3209,86,76,2721,Swaziland,1
3210,76,14,3734,Turkmenistan,0
3211,20,80,4281,Dominica,1
3212,66,35,3776,Belgium,0
